,artists,track_name,totalstreams,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
22,TRAVISSCOTT,SICKOMODE,586638599,312820.0,0,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,4.0
23,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
24,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
25,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
26,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
27,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
28,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
29,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
30,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
31,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
32,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
33,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
34,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
35,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
36,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
37,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
38,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
39,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
40,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
41,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
42,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
43,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
44,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
45,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
46,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
47,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
48,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
49,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
50,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
51,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
52,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
53,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
54,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
55,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
56,GLASSANIMALS,HEATWAVES,540754791,238805.0,0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0
57,DRAKE,GOD'SPLAN,534994242,198973.0,0,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0
58,OLIVIARODRIGO,GOOD4U,454100610,178146.0,0,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,4.0
59,XXXTENTACION,MOONLIGHT,431568186,135090.0,0,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,4.0
60,XXXTENTACION,MOONLIGHT,431568186,135090.0,0,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,4.0
61,XXXTENTACION,MOONLIGHT,431568186,135090.0,0,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,4.0
62,LEWISCAPALDI,SOMEONEYOULOVED,410725370,182160.0,0,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,4.0
63,HARRYSTYLES,WATERMELONSUGAR,409073262,174000.0,0,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,4.0
64,THENEIGHBOURHOOD,SWEATERWEATHER,400804036,240400.0,0,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.0
65,THENEIGHBOURHOOD,SWEATERWEATHER,400804036,240400.0,0,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.0
66,THENEIGHBOURHOOD,SWEATERWEATHER,400804036,240400.0,0,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.0
67,THENEIGHBOURHOOD,SWEATERWEATHER,400804036,240400.0,0,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.0
68,THEWEEKND,THEHILLS,392023505,242280.0,0,0.565,0.551,0.0,-7.007,0.0,0.0687,0.0845,0.0,0.139,0.125,112.98,4.0
69,THEWEEKND,THEHILLS,392023505,242280.0,0,0.565,0.551,0.0,-7.007,0.0,0.0687,0.0845,0.0,0.139,0.125,112.98,4.0
70,THEWEEKND,THEHILLS,392023505,242253.0,0,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,4.0
71,DUALIPA,LEVITATING,387860108,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
72,DUALIPA,LEVITATING,387860108,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
73,DUALIPA,LEVITATING,387860108,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
74,DUALIPA,LEVITATING,387860108,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
75,DUALIPA,LEVITATING,387860108,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
76,DUALIPA,LEVITATING,387860108,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
77,DUALIPA,LEVITATING,2225826,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
78,DUALIPA,LEVITATING,2225826,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
79,DUALIPA,LEVITATING,2225826,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
80,DUALIPA,LEVITATING,2225826,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
81,DUALIPA,LEVITATING,2225826,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
82,DUALIPA,LEVITATING,2225826,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
83,DUALIPA,LEVITATING,604038,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
84,DUALIPA,LEVITATING,604038,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
85,DUALIPA,LEVITATING,604038,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
86,DUALIPA,LEVITATING,604038,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
87,DUALIPA,LEVITATING,604038,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
88,DUALIPA,LEVITATING,604038,203807.0,0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
89,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
90,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
91,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
92,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
93,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
94,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
95,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
96,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
97,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
98,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
99,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
100,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
101,BILLIEEILISH,BADGUY,385813103,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
102,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
103,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
104,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
105,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
106,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
107,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
108,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
109,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
110,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
111,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
112,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
113,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
114,BILLIEEILISH,BADGUY,26284792,194087.0,0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
115,MORGANWALLEN,WHISKEYGLASSES,385368118,234346.0,0,0.614,0.68,6.0,-4.58,1.0,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4.0
116,OLIVIARODRIGO,DRIVERSLICENSE,381085710,242013.0,0,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,4.0
117,HARRYSTYLES,ASITWAS,348668080,167303.0,0,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0
118,HARRYSTYLES,ASITWAS,348668080,167303.0,0,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0
119,EDSHEERAN,SHAPEOFYOU,348283656,233712.0,0,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0
120,EDSHEERAN,SHAPEOFYOU,244013,233712.0,0,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0
121,ARIANAGRANDE,7RINGS,332694161,178626.0,0,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,4.0
122,ARIANAGRANDE,7RINGS,332694161,178626.0,0,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,4.0
123,ARIANAGRANDE,7RINGS,449362,178626.0,0,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,4.0
124,ARIANAGRANDE,7RINGS,449362,178626.0,0,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,4.0
125,LIZZO,TRUTHHURTS,321459791,173325.0,0,0.715,0.622,4.0,-3.046,0.0,0.111,0.11,0.0,0.123,0.407,158.088,4.0
126,LIZZO,TRUTHHURTS,321459791,173325.0,0,0.715,0.622,4.0,-3.046,0.0,0.111,0.11,0.0,0.123,0.407,158.088,4.0
127,LIZZO,TRUTHHURTS,321459791,173325.0,0,0.715,0.622,4.0,-3.046,0.0,0.111,0.11,0.0,0.123,0.407,158.088,4.0
128,LIZZO,TRUTHHURTS,321459791,173325.0,0,0.715,0.622,4.0,-3.046,0.0,0.111,0.11,0.0,0.123,0.407,158.088,4.0
129,HALSEY,WITHOUTME,320826979,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
130,HALSEY,WITHOUTME,320826979,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
131,HALSEY,WITHOUTME,320826979,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
132,HALSEY,WITHOUTME,320826979,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
133,HALSEY,WITHOUTME,320826979,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
134,HALSEY,WITHOUTME,320826979,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
135,HALSEY,WITHOUTME,320826979,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
136,HALSEY,WITHOUTME,320826979,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
137,HALSEY,WITHOUTME,320826979,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
138,HALSEY,WITHOUTME,320826979,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
139,HALSEY,WITHOUTME,4505897,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
140,HALSEY,WITHOUTME,4505897,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
141,HALSEY,WITHOUTME,4505897,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
142,HALSEY,WITHOUTME,4505897,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
143,HALSEY,WITHOUTME,4505897,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
144,HALSEY,WITHOUTME,4505897,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
145,HALSEY,WITHOUTME,4505897,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
146,HALSEY,WITHOUTME,4505897,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
147,HALSEY,WITHOUTME,4505897,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
148,HALSEY,WITHOUTME,4505897,201660.0,0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
149,ARIANAGRANDE,"THANKU,NEXT",317987550,207320.0,0,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,4.0
150,JAMESARTHUR,SAYYOUWON'TLETGO,315132103,211466.0,0,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043,4.0
151,BLACKBEAR,HOTGIRLBUMMER,312411378,188343.0,0,0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,1.0
152,BLACKBEAR,HOTGIRLBUMMER,312411378,188343.0,0,0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,1.0
153,OLIVIARODRIGO,DEJAVU,304638969,215506.0,0,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,4.0
154,LUKECOMBS,BEAUTIFULCRAZY,298483119,193200.0,0,0.551,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,4.0
155,TRAVISSCOTT,HIGHESTINTHEROOM,295198938,175720.0,0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0
156,TRAVISSCOTT,HIGHESTINTHEROOM,295198938,175720.0,0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0
157,TRAVISSCOTT,HIGHESTINTHEROOM,24051669,175720.0,0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0
158,TRAVISSCOTT,HIGHESTINTHEROOM,24051669,175720.0,0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0
159,LILNASX,MONTERO(CALLMEBYYOURNAME),288187067,137704.0,0,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,4.0
160,LILNASX,MONTERO(CALLMEBYYOURNAME),288187067,137875.0,0,0.61,0.508,8.0,-6.682,0.0,0.152,0.297,0.0,0.384,0.758,178.818,4.0
161,LILNASX,MONTERO(CALLMEBYYOURNAME),288187067,137704.0,0,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,4.0
162,DUALIPA,DON'TSTARTNOW,284754771,183290.0,0,0.793,0.793,11.0,-4.521,0.0,0.083,0.0123,0.0,0.0951,0.679,123.95,4.0
163,DUALIPA,DON'TSTARTNOW,284754771,183290.0,0,0.794,0.793,11.0,-4.521,0.0,0.0842,0.0125,0.0,0.0952,0.677,123.941,4.0
164,DABABY,BOP,277705797,159714.0,0,0.77,0.786,11.0,-3.909,1.0,0.368,0.189,0.0,0.129,0.837,126.764,4.0
165,TRAVISSCOTT,BUTTERFLYEFFECT,276763296,190557.0,0,0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958,4.0
166,TRAVISSCOTT,BUTTERFLYEFFECT,276763296,190557.0,0,0.764,0.628,11.0,-5.851,1.0,0.0503,0.053,0.0,0.114,0.196,140.963,4.0
167,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,124906.0,0,0.708,0.593,8.0,-6.167,1.0,0.046,0.764,0.0,0.484,0.856,140.508,4.0
168,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
169,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
170,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
171,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
172,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
173,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
174,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
175,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
176,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
177,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
178,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
179,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,125426.0,0,0.696,0.494,8.0,-8.162,1.0,0.0392,0.69,0.0,0.479,0.903,141.096,4.0
180,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
181,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
182,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
183,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
184,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
185,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
186,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
187,BRENDALEE,ROCKIN'AROUNDTHECHRISTMASTREE,276529912,123453.0,0,0.631,0.569,5.0,-5.956,0.0,0.0438,0.728,0.0,0.27,0.874,71.078,4.0
