,artists,track_name,totalstreams,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2389,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2390,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2391,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2392,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2393,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2394,PEGGYLEE,THECHRISTMASWALTZ,4127786,172653.0,0,0.27,0.26,1.0,-12.037,0.0,0.0322,0.75,2.07e-05,0.128,0.182,118.581,3.0
2395,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2396,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2397,PEGGYLEE,THECHRISTMASWALTZ,4127786,172653.0,0,0.27,0.26,1.0,-12.037,0.0,0.0322,0.75,2.07e-05,0.128,0.182,118.581,3.0
2398,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2399,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2400,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2401,PEGGYLEE,THECHRISTMASWALTZ,4127786,172653.0,0,0.27,0.26,1.0,-12.037,0.0,0.0322,0.75,2.07e-05,0.128,0.182,118.581,3.0
2402,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2403,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2404,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2405,PEGGYLEE,THECHRISTMASWALTZ,4127786,172653.0,0,0.27,0.26,1.0,-12.037,0.0,0.0322,0.75,2.07e-05,0.128,0.182,118.581,3.0
2406,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2407,PEGGYLEE,THECHRISTMASWALTZ,4127786,173106.0,0,0.25,0.168,1.0,-16.789,0.0,0.0329,0.822,0.000135,0.136,0.141,107.269,3.0
2408,DMX,XGON'GIVEITTOYA,4121585,217586.0,0,0.761,0.899,10.0,-3.09,0.0,0.183,0.0135,0.0,0.0719,0.673,95.027,4.0
2409,DMX,XGON'GIVEITTOYA,4121585,217586.0,0,0.511,0.898,10.0,-3.714,0.0,0.264,0.016,0.0,0.0792,0.638,95.044,4.0
2410,DMX,XGON'GIVEITTOYA,4121585,217586.0,0,0.761,0.899,10.0,-3.09,0.0,0.183,0.0137,0.0,0.0719,0.673,95.021,4.0
2411,ADELE,MAKEYOUFEELMYLOVE,4095755,212040.0,0,0.317,0.172,10.0,-10.636,1.0,0.0326,0.907,0.000383,0.105,0.0963,65.18,3.0
2412,XXXTENTACION,AYALA(OUTRO),4072191,99706.0,0,0.57,0.285,9.0,-14.125,0.0,0.0381,0.737,0.0133,0.108,0.0973,83.485,4.0
2413,BILLIEEILISH,MALEFANTASY,4036176,194886.0,0,0.687,0.288,2.0,-10.415,1.0,0.045,0.863,0.0,0.0986,0.308,110.927,4.0
2414,BILLIEEILISH,COPYCAT,4000378,194711.0,0,0.679,0.388,4.0,-10.977,0.0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,4.0
2415,YEARS&YEARS,IFYOU'REOVERME,3983702,189000.0,0,0.631,0.853,8.0,-4.514,1.0,0.0912,0.0622,0.0,0.0603,0.614,103.834,4.0
2416,YEARS&YEARS,IFYOU'REOVERME,3983702,189000.0,0,0.631,0.853,8.0,-4.514,1.0,0.0912,0.0622,0.0,0.0603,0.614,103.834,4.0
2417,YEARS&YEARS,IFYOU'REOVERME,3983702,189000.0,0,0.631,0.853,8.0,-4.514,1.0,0.0912,0.0622,0.0,0.0603,0.614,103.834,4.0
2418,347AIDAN,DANCINGINMYROOM,3979796,180138.0,0,0.98,0.413,8.0,-11.052,0.0,0.101,0.671,7.95e-05,0.17,0.764,119.993,4.0
2419,FLORIDAGEORGIALINE,SUNDAZE,3975951,185400.0,0,0.484,0.944,4.0,-3.652,1.0,0.0413,0.0901,0.0,0.471,0.839,170.064,4.0
2420,FLORIDAGEORGIALINE,SUNDAZE,3975951,185400.0,0,0.484,0.944,4.0,-3.652,1.0,0.0413,0.0901,0.0,0.471,0.839,170.064,4.0
2421,HVME,GOOSEBUMPS,3965274,163208.0,0,0.767,0.659,1.0,-7.429,1.0,0.0444,0.325,0.0,0.13,0.439,124.946,4.0
2422,ADELE,ALLIASK,3931296,271800.0,0,0.591,0.28,4.0,-5.494,1.0,0.0283,0.889,0.0,0.124,0.348,141.916,4.0
2423,ADELE,ALLIASK,3931296,271800.0,0,0.591,0.28,4.0,-5.494,1.0,0.0283,0.889,0.0,0.124,0.348,141.916,4.0
2424,CLAIREROSINKRANZ,BACKYARDBOY,3877495,129240.0,0,0.817,0.635,5.0,-7.246,1.0,0.163,0.323,0.0,0.0738,0.454,138.015,4.0
2425,CLAIREROSINKRANZ,BACKYARDBOY,3877495,129240.0,0,0.817,0.635,5.0,-7.246,1.0,0.163,0.323,0.0,0.0738,0.454,138.015,4.0
2426,CLAIREROSINKRANZ,BACKYARDBOY,3877495,129240.0,0,0.817,0.635,5.0,-7.246,1.0,0.163,0.323,0.0,0.0738,0.454,138.015,4.0
2427,CLAIREROSINKRANZ,BACKYARDBOY,3877495,129240.0,0,0.817,0.634,5.0,-7.246,1.0,0.162,0.321,0.0,0.0735,0.453,138.015,4.0
2428,CLAIREROSINKRANZ,BACKYARDBOY,3877495,129240.0,0,0.817,0.635,5.0,-7.246,1.0,0.163,0.323,0.0,0.0738,0.454,138.015,4.0
2429,CLAIREROSINKRANZ,BACKYARDBOY,3877495,129240.0,0,0.817,0.635,5.0,-7.246,1.0,0.163,0.323,0.0,0.0738,0.454,138.015,4.0
2430,CLAIREROSINKRANZ,BACKYARDBOY,3877495,129240.0,0,0.817,0.635,5.0,-7.246,1.0,0.163,0.323,0.0,0.0738,0.454,138.015,4.0
2431,CLAIREROSINKRANZ,BACKYARDBOY,3877495,129240.0,0,0.817,0.634,5.0,-7.246,1.0,0.162,0.321,0.0,0.0735,0.453,138.015,4.0
2432,LILTJAY,20/20,3853980,230448.0,0,0.886,0.336,4.0,-12.779,1.0,0.239,0.557,0.0,0.0933,0.536,100.044,4.0
2433,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2434,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2435,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2436,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2437,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2438,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2439,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2440,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2441,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2442,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2443,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2444,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2445,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2446,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2447,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2448,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2449,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2450,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2451,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2452,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2453,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2454,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2455,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2456,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2457,KATYPERRY,COZYLITTLECHRISTMAS,3824381,182520.0,0,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,4.0
2458,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2459,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2460,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2461,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2462,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2463,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2464,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2465,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2466,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2467,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2468,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2469,OTISREDDING,MERRYCHRISTMASBABY,3810873,155560.0,0,0.71,0.291,5.0,-14.132,0.0,0.0338,0.35,0.0,0.128,0.856,101.517,4.0
2470,LANADELREY,SUMMERTIMESADNESS,3790373,263973.0,0,0.559,0.674,1.0,-6.125,0.0,0.0329,0.0312,0.0,0.121,0.197,111.976,4.0
2471,TOBYKEITH,"COURTESYOFTHERED,WHITEANDBLUE(THEANGRYAMERICAN)",3781268,195480.0,0,0.426,0.674,2.0,-5.529,1.0,0.0452,0.48,1.32e-06,0.0784,0.378,110.399,4.0
2472,WILBURSOOT,YOURNEWBOYFRIEND,3754788,239667.0,0,0.546,0.453,7.0,-13.04,1.0,0.121,0.382,3.9e-05,0.106,0.74,104.532,4.0
2473,WILBURSOOT,YOURNEWBOYFRIEND,3754788,239667.0,0,0.546,0.453,7.0,-13.04,1.0,0.121,0.382,3.9e-05,0.106,0.74,104.532,4.0
2474,N.W.A.,STRAIGHTOUTTACOMPTON,3738216,258687.0,0,0.834,0.878,8.0,-9.484,1.0,0.15,0.0461,0.0,0.334,0.418,102.848,4.0
2475,BLACKBEAR,@MYWORST,3723421,191364.0,0,0.615,0.774,4.0,-5.152,0.0,0.0551,0.0173,0.0,0.15,0.336,136.887,4.0
2476,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2477,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2478,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2479,TOMPETTY,FREEFALLIN',3696938,256000.0,0,0.623,0.449,5.0,-13.333,1.0,0.0253,0.212,0.0,0.0613,0.572,84.383,4.0
2480,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2481,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2482,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2483,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2484,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2485,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2486,TOMPETTY,FREEFALLIN',3696938,256000.0,0,0.623,0.449,5.0,-13.333,1.0,0.0253,0.212,0.0,0.0613,0.572,84.383,4.0
2487,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2488,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2489,TOMPETTY,FREEFALLIN',3696938,255680.0,0,0.619,0.504,5.0,-11.562,1.0,0.025,0.0614,0.0,0.06,0.568,84.335,4.0
2490,TOMPETTY,FREEFALLIN',3696938,256000.0,0,0.623,0.449,5.0,-13.333,1.0,0.0253,0.212,0.0,0.0613,0.572,84.383,4.0
2491,SAMSMITH,FIREONFIRE,3682386,246735.0,0,0.584,0.408,1.0,-7.356,0.0,0.0461,0.476,0.0,0.18,0.333,115.129,4.0
2492,BTS,DIONYSUS,3628457,249215.0,0,0.502,0.91,7.0,-2.769,1.0,0.107,0.04,0.0,0.319,0.588,176.084,4.0
2493,BTS,DIONYSUS,3628457,249215.0,0,0.502,0.91,7.0,-2.769,1.0,0.107,0.04,0.0,0.319,0.588,176.084,4.0
2494,XXXTENTACION,LOVEYOURSELF(INTERLUDE),3593441,48422.0,0,0.746,0.338,11.0,-13.472,0.0,0.109,0.674,0.000375,0.529,0.469,120.053,4.0
2495,LOSTFREQUENCIES,AREYOUWITHME,3572694,138013.0,0,0.763,0.608,5.0,-8.1,0.0,0.035,0.262,2.5e-05,0.12,0.393,121.02,4.0
2496,LOSTFREQUENCIES,AREYOUWITHME,3572694,138013.0,0,0.763,0.608,5.0,-8.1,0.0,0.035,0.262,2.5e-05,0.12,0.393,121.02,4.0
2497,FOSTERTHEPEOPLE,PUMPEDUPKICKS,3545255,239600.0,0,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,4.0
2498,FOSTERTHEPEOPLE,PUMPEDUPKICKS,3545255,239600.0,0,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,4.0
2499,GUNSN'ROSES,SWEETCHILDO'MINE,3541621,354520.0,0,0.454,0.91,6.0,-7.766,1.0,0.0448,0.0866,0.0996,0.116,0.629,125.116,4.0
2500,GUNSN'ROSES,SWEETCHILDO'MINE,3541621,356066.0,0,0.446,0.952,6.0,-5.321,1.0,0.0523,0.0901,0.0857,0.112,0.624,125.303,4.0
2501,GUNSN'ROSES,SWEETCHILDO'MINE,3541621,354520.0,0,0.454,0.91,6.0,-7.766,1.0,0.0448,0.0866,0.0996,0.116,0.629,125.116,4.0
2502,GUNSN'ROSES,SWEETCHILDO'MINE,3541621,356066.0,0,0.446,0.952,6.0,-5.321,1.0,0.0523,0.0901,0.0857,0.112,0.624,125.303,4.0
2503,GUNSN'ROSES,SWEETCHILDO'MINE,3541621,354520.0,0,0.454,0.91,6.0,-7.766,1.0,0.0448,0.0866,0.0996,0.116,0.629,125.116,4.0
2504,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2505,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2506,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2507,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2508,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2509,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2510,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2511,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2512,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2513,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2514,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2515,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2516,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2517,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2518,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2519,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2520,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2521,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2522,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2523,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2524,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2525,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2526,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2527,ALESSIACARA,MAKEITTOCHRISTMAS,3480351,211013.0,0,0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,4.0
2528,TOMPETTYANDTHEHEARTBREAKERS,AMERICANGIRL,3440316,214733.0,0,0.552,0.823,2.0,-5.988,1.0,0.0332,0.445,0.000129,0.366,0.775,114.514,4.0
2529,TOMPETTYANDTHEHEARTBREAKERS,AMERICANGIRL,3440316,214733.0,0,0.552,0.823,2.0,-5.988,1.0,0.0332,0.445,0.000129,0.366,0.775,114.514,4.0
2530,TOMPETTYANDTHEHEARTBREAKERS,AMERICANGIRL,3440316,214733.0,0,0.552,0.823,2.0,-5.988,1.0,0.0332,0.445,0.000129,0.366,0.775,114.514,4.0
2531,TOMPETTYANDTHEHEARTBREAKERS,AMERICANGIRL,3440316,214733.0,0,0.552,0.823,2.0,-5.988,1.0,0.0332,0.445,0.000129,0.366,0.775,114.514,4.0
2532,ONEREPUBLIC,WANTED,3428061,136247.0,0,0.668,0.534,1.0,-6.586,1.0,0.0677,0.164,0.0,0.1,0.711,145.816,4.0
2533,ONEREPUBLIC,WANTED,3428061,136247.0,0,0.665,0.539,1.0,-6.613,1.0,0.0699,0.165,0.0,0.0912,0.666,145.828,4.0
2534,BTS,RUNBTS,3414062,204939.0,0,0.724,0.818,8.0,-3.747,1.0,0.168,0.0201,0.0,0.0358,0.696,77.004,4.0
2535,BTS,RUNBTS,3414062,204939.0,0,0.724,0.818,8.0,-3.747,1.0,0.168,0.0201,0.0,0.0358,0.696,77.004,4.0
2536,IMAGINEDRAGONS,WARRIORS,3404000,171040.0,0,0.365,0.851,4.0,-6.238,0.0,0.0645,0.0964,0.003,0.237,0.309,78.086,4.0
2537,KACEYMUSGRAVES,RAINBOW,3401734,214293.0,0,0.581,0.197,3.0,-7.697,1.0,0.0329,0.88,0.0,0.107,0.349,130.367,4.0
2538,THEPLATTERS,CHRISTMASTIME,3352294,124013.0,0,0.299,0.377,0.0,-7.425,1.0,0.0283,0.859,0.0,0.116,0.378,69.272,4.0
2539,THEPLATTERS,CHRISTMASTIME,3352294,124013.0,0,0.299,0.377,0.0,-7.425,1.0,0.0283,0.859,0.0,0.116,0.378,69.272,4.0
2540,THEPLATTERS,CHRISTMASTIME,3352294,124013.0,0,0.299,0.377,0.0,-7.425,1.0,0.0283,0.859,0.0,0.116,0.378,69.272,4.0
2541,THEPLATTERS,CHRISTMASTIME,3352294,124013.0,0,0.299,0.377,0.0,-7.425,1.0,0.0283,0.859,0.0,0.116,0.378,69.272,4.0
2542,THEPLATTERS,CHRISTMASTIME,3352294,124013.0,0,0.299,0.377,0.0,-7.425,1.0,0.0283,0.859,0.0,0.116,0.378,69.272,4.0
2543,THEPLATTERS,CHRISTMASTIME,3352294,124013.0,0,0.299,0.377,0.0,-7.425,1.0,0.0283,0.859,0.0,0.116,0.378,69.272,4.0
2544,JUSTINBIEBER,ALLAROUNDME,3307453,136906.0,0,0.53,0.438,3.0,-7.564,1.0,0.0372,0.811,0.0,0.212,0.694,117.148,4.0
2545,LILPEEP,CRYALONE,3279569,167106.0,0,0.637,0.856,1.0,-5.649,1.0,0.0337,0.0366,0.0308,0.0809,0.285,160.068,4.0
2546,JACKHARLOW,I'DDOANYTHINGTOMAKEYOUSMILE,3243873,193765.0,0,0.832,0.522,2.0,-7.244,1.0,0.05,0.012,0.079,0.377,0.253,150.044,4.0
2547,JACKHARLOW,I'DDOANYTHINGTOMAKEYOUSMILE,3243873,193765.0,0,0.832,0.522,2.0,-7.244,1.0,0.05,0.012,0.079,0.377,0.253,150.044,4.0
